Date,Open,High,Low,Close,Volume,MarketCap
2014-03-08,20318.84370781176,20484.71526075601,20248.42525897823,20308.401030685043,16205,3290976.3870225116
2014-03-09,20387.427266653387,20576.764747322446,20095.432588295218,20384.516630299135,5628,1147240.5959532354
2014-03-10,21467.124888043803,21599.234395087624,21427.3555185323,21486.79678285753,30990,6658758.323007549
2014-03-11,22098.282886070072,22453.553848594107,22173.627913420663,22193.742759018933,39095,8676643.731638452
2014-03-12,18876.426637076846,18974.574451482677,18635.83460839974,18852.90248727039,28623,5396266.2789314035
2014-03-13,18804.71133987229,18664.411763123262,18711.198310946853,18706.094115918182,48049,8988091.161757527
2014-03-14,19893.611511585532,20006.91584978421,19839.693272694087,19870.39894967938,22433,4457526.596381576
2014-03-15,21107.192758016114,21201.22571223471,20919.079870012538,21076.735982063437,11058,2330665.464896575
2014-03-16,21016.874509600835,21027.922559415263,20794.41110190575,20988.25224429308,27524,5776806.547719227
2014-03-17,21581.82434476783,21719.32789496145,21339.924372165602,21561.97201127371,13093,2823108.9954360663
2014-03-18,19339.173373336194,19225.823548373704,19267.31225821484,19292.59007499279,17684,3411701.628861725
2014-03-19,18195.61341709804,18374.901415783035,18016.243865740144,18175.844733038757,29698,5397862.36881785
2014-03-20,21334.460693603647,21362.282381725763,21296.705372040728,21350.09455208631,49755,10622739.544390544
2014-03-21,19622.097069403895,19663.40190239263,19622.462078255394,19661.896514904332,19984,3929233.3995384816
2014-03-22,18458.93656882906,18560.002774362343,18251.063973363864,18471.385251593092,15907,2938243.2519709133
2014-03-23,20651.000449335155,20778.591267316984,20590.24941409858,20635.29397451262,13921,2872639.2741919016
2014-03-24,21269.079662760512,21401.276217176004,21157.06335121456,21284.88381081666,21402,4555390.833190981
2014-03-25,20384.849654415,20394.86680368119,20253.574773335364,20369.13272025843,47794,9735223.292320313
2014-03-26,20054.490479279342,20081.924043475134,20039.608410228175,20032.532972594323,4082,817727.9959413003
2014-03-27,20372.17634115083,20317.213134849575,20133.908084051687,20330.51736958732,8074,1641485.9724204803
2014-03-28,20184.351989892097,20197.74425128716,19964.184152082253,20120.212241450146,30330,6102460.37283183
2014-03-29,19146.977013944368,19350.578764471516,19241.705704207467,19143.076643020424,18623,3565015.1632296937
2014-03-30,19710.524489509007,19875.487024002003,19648.171206642655,19775.91331776639,44328,8766266.855499486
2014-03-31,20995.13196236279,21198.328592679696,20989.684510620413,21012.38716720375,1459,306570.7287695027
2014-04-01,20815.086009486113,21058.4230148884,20603.17535047452,20812.882881115784,3801,791097.6783112108
2014-04-02,20568.444352887785,20701.430938792942,20704.772774374713,20660.23279069664,29831,6163154.043792713
2014-04-03,19565.755675787685,19577.665124477026,19431.970146645515,19496.32244978256,17847,3479508.6676126937
2014-04-04,20316.7590029792,20626.759393459924,20173.43765225483,20309.640107353676,1997,405583.5129438529
2014-04-05,18332.753756622373,18558.12045609135,18208.25208547917,18313.686114893357,23025,4216726.227954195
2014-04-06,20736.04063339978,20600.523857692235,20491.468484602072,20667.76431027347,33379,6898693.049126182
2014-04-07,21886.934332971592,22057.156306084802,21970.28367307964,21918.44147447871,7384,1618457.718475508
2014-04-08,19044.41478643942,19115.76868912919,18750.52125620848,19015.71268989522,14223,2704604.8158837967
2014-04-09,19898.429055921115,20086.567573162087,19751.407796197385,19903.922262076212,49067,9766257.536332935
2014-04-10,20809.517783619925,20844.224250222218,20582.750305670634,20818.722126970722,12198,2539467.7250478887
2014-04-11,21702.432992555805,21757.081774741957,21553.6185950227,21741.042611946024,35446,7706329.964230388
2014-04-12,20122.834876579953,20071.947644366264,19940.71572734113,20039.554715895625,34632,6940098.589208973
2014-04-13,19776.411286409573,19837.99343379351,19823.606109504468,19795.18628841335,10382,2055136.240463074
2014-04-14,18552.68441033873,18699.243614674844,18474.066516118815,18517.711197993944,25120,4651649.052936079
2014-04-15,20496.16081463287,20571.791066691578,20330.95485072021,20589.911184006465,36465,7508111.113247957
2014-04-16,22587.952572183407,22566.691755702985,22290.40936753328,22528.953145698917,27950,6296842.404222847
2014-04-17,20818.73231121891,20687.220514370914,20728.08175143143,20766.12175342106,45875,9526458.354381911
2014-04-18,20471.530595600372,20667.370672426743,20648.489318705724,20466.658890085506,30968,6338114.92508168
2014-04-19,20799.93060712003,21038.38074037004,20732.54670385744,20811.277730426926,3926,817050.7636965611
2014-04-20,20498.02897007625,20545.321626709196,20406.799258608487,20478.028969795574,16735,3426998.1480952892
2014-04-21,19788.627363312757,19744.392893787423,19599.165091472783,19674.187830268744,15223,2995001.613401811
2014-04-22,21222.293769385953,21455.777794559417,21157.601684147987,21310.455604331128,41310,8803349.21014919
2014-04-23,20752.09881135383,20960.445642712948,20525.376184042958,20712.997441975123,38197,7911743.632911238
2014-04-24,20461.731547801814,20648.1734876659,20308.282458199556,20507.31241290951,16362,3355406.4570002537
2014-04-25,19513.14485291783,19544.386578485308,19369.569858719282,19514.14077273282,47699,9308050.007185828
2014-04-26,21780.922273334232,21731.43402208952,21873.39334948043,21793.316279288167,40986,8932208.610229047
2014-04-27,21133.060468026924,21142.963754650464,21088.596354186142,21154.47638091681,24409,5163596.139817984
2014-04-28,19935.160863726138,20043.006065210022,19605.275141823855,19935.684120178776,3397,677215.189562473
2014-04-29,21434.864076778642,21526.039881722452,21354.150960562285,21491.57263404253,15451,3320662.8876859117
2014-04-30,20044.38789681447,20112.42564560715,19856.146918163686,19992.928875008074,6814,1362318.1735430502
2014-05-01,19619.580077269355,19753.99485120566,19573.338658851902,19709.287252829286,23888,4708154.53895586
2014-05-02,19757.66646604666,19724.863597275802,19589.140278154642,19730.678240405243,8522,1681448.3996473348
2014-05-03,18704.388806481646,18703.012435963068,18859.026817216967,18720.715599108375,23169,4337402.59715742
2014-05-04,20903.37843686151,21218.160132489204,20885.87711324299,20961.92468155188,21382,4482078.735409423
2014-05-05,18669.94344841906,18848.72305480749,18563.613563068597,18659.824279889126,16588,3095291.6515480084
2014-05-06,19186.8682282522,19537.76757777032,19036.566242662182,19264.715782587522,46127,8886235.449034147
2014-05-07,18418.566759535603,18570.57615852513,18311.81377898739,18416.58106844962,16762,3086987.318693525
2014-05-08,20334.38924161708,20462.533946146174,20470.18422566785,20405.533087007658,16577,3382625.2198332595
2014-05-09,20364.445575107657,20573.71606314076,20198.37305527459,20341.381970891765,21931,4461068.480036273
2014-05-10,20118.284875641635,20261.19594218698,20144.88520714743,20164.502742323155,10970,2212045.95083285
2014-05-11,19424.520896556412,19569.154774436913,19468.749161516018,19447.070597407877,40278,7832891.095223946
2014-05-12,19332.180571013778,19413.200663709067,19300.89900628828,19317.48310161662,21045,4065364.318735218
2014-05-13,20914.397309293996,20758.33399295771,20798.773991919657,20953.02441488611,48773,10219418.597872403
2014-05-14,19935.678012078268,20199.049713291166,19712.700088085676,19938.576212061682,16919,3373407.709318716
2014-05-15,20728.875516009837,20953.667435667856,20656.27404655432,20804.56704107208,45329,9430502.194047565
2014-05-16,19636.05374799654,19737.492273903583,19441.30764545503,19604.50996781673,28671,5620809.052872735
2014-05-17,20758.283833697238,20763.860537192646,20522.7336161359,20670.0381434197,11349,2345842.628896702
2014-05-18,21931.541819843973,21908.27415848709,21681.79865876243,21791.931376448476,7058,1538074.5165497335
2014-05-19,21080.19106407589,21115.90476315794,20905.93959324629,21075.632656742568,45321,9551687.4763623
2014-05-20,20115.232380856727,20237.480109047596,20217.69972052381,20075.82217381687,4515,906423.3711478317
2014-05-21,20656.631138678506,20714.952587883967,20634.553587193397,20745.66242232388,4330,898287.182886624
2014-05-22,20324.242136507302,20367.712263439076,20253.597923654248,20249.105420192023,35442,7176687.9430244565
2014-05-23,20534.854721418607,20652.20064323951,20279.753038927985,20496.0432961824,44825,9187351.407513762
2014-05-24,20138.540020950142,20242.869779815413,20077.452223719392,20162.736693197705,18745,3779504.9931399096
2014-05-25,20386.13146226951,20461.359201502164,20221.177613428277,20324.27242225506,9978,2027955.90229261
2014-05-26,20688.759000254136,20702.34936486298,20751.989991511786,20701.482804086405,17939,3713639.00022506
2014-05-27,19471.892541568675,19498.211123629808,19293.110711818117,19494.793800719402,16264,3170633.2637490034
2014-05-28,19494.719962969666,19594.624928800928,19308.22040467091,19470.95321669829,27615,5376903.730791233
2014-05-29,19045.643706431158,19266.66639688478,18943.116643188623,19098.811431422673,33165,6334120.811231329
2014-05-30,18938.461103643407,18799.893299873238,18868.682150640292,18887.37986542341,48362,9134314.650516069
2014-05-31,19217.819279960644,19422.820834068065,19247.982755050798,19270.618770556986,43722,8425499.938862925
2014-06-01,20595.207678299932,20693.390267753457,20525.3504723465,20647.71041779109,35880,7408398.497903444
2014-06-02,19549.295881353082,19675.49976204276,19564.230211798305,19594.7803707735,19594,3839401.26584936
2014-06-03,21039.38960606945,20967.46281183714,20857.92530792591,21001.414604193644,16523,3470063.7350509153
2014-06-04,20491.96819311242,20537.645237169734,20638.89822146508,20522.806961188406,2701,554321.0160216988
2014-06-05,18451.474858361405,18715.487180132794,18467.629103220424,18518.874647579763,33758,6251601.703529976
2014-06-06,21113.93621975386,21247.506557148674,20864.544873208004,21144.220219750652,36480,7713411.536165038
2014-06-07,21298.91499550756,21362.23927387063,21156.568531242006,21300.517114041584,27983,5960523.704022256
2014-06-08,19435.615865934597,19583.015654854713,19377.985123664716,19494.664490117815,36084,7034454.734614112
2014-06-09,20851.79120600458,21058.296443922725,20610.85260788916,20909.375261456295,48427,10125783.15786544
2014-06-10,19737.275616186856,19775.76024909821,19765.30616136202,19631.710799481876,40237,7899211.474387523
2014-06-11,20543.63822805246,20679.163798203474,20568.197609721963,20586.666498243154,35378,7283150.873748464
2014-06-12,19209.50419168021,19434.95222120853,19165.7736272936,19225.656310118862,21736,4178888.6555674355
2014-06-13,18677.865732180937,18893.273845911568,18510.392458920363,18696.2275822209,7343,1372863.991362481
2014-06-14,20086.41238088323,20248.817424184792,19919.91458494893,20107.48022127175,16797,3377453.4527670164
2014-06-15,20398.048582535273,20472.442423827826,20353.581916435083,20366.98124553682,43087,8775521.20926445
2014-06-16,20141.259705880646,20259.584667869,19894.05712614279,20093.852558357044,22875,4596468.772724174
2014-06-17,19294.100765155166,19440.825228911865,19249.729963463917,19309.398486731745,42864,8276780.567352695
2014-06-18,20031.460680377546,20299.364601887755,19872.120632142247,20093.284594707162,42123,8463894.269828498
2014-06-19,20825.446684647122,20951.68081092851,20764.988943066885,20761.724673254677,10328,2144270.924253743
2014-06-20,20441.88032156195,20444.82198598001,20358.978536028397,20446.647376121782,38478,7867460.977384139
2014-06-21,20759.741717301426,20664.629309484397,20622.242358096224,20673.225626558567,3025,625365.0752033967
2014-06-22,19708.252998917447,19850.407339355297,19614.929256639134,19820.532293795706,1105,219016.88184644256
2014-06-23,21672.47672200508,21860.320429947606,21614.984682597533,21662.706560940915,30370,6578963.982557756
2014-06-24,19411.02231716312,19257.46110079218,19219.33685337048,19315.092000469307,21843,4218995.545662511
2014-06-25,20961.989610587934,21119.12855627064,20828.971677593538,20979.65281735984,20476,4295793.710882601
2014-06-26,21662.72194395823,21810.250924234257,21519.47076682235,21673.99661512496,43981,9532440.45129811
2014-06-27,20989.24273357057,21190.73195485967,20785.771888243733,20974.46714899105,43112,9042512.277273022
2014-06-28,20262.83038139984,20408.804041410476,20169.65769465962,20290.770172344088,49610,10066251.082499903
2014-06-29,19952.113925309895,19933.39658285414,19909.542413440515,19967.71752191253,1698,339051.84352207475
2014-06-30,21515.83713225996,21536.792390904717,21467.697761505406,21532.72788696953,29443,6339881.071760438
2014-07-01,19041.43711638387,19054.608600915406,18970.240921584424,19072.808153105187,45230,8626631.127649475
2014-07-02,19586.030752999184,19570.79352885584,19399.628677881716,19524.587925489155,42706,8338170.519459399
2014-07-03,20120.69079440714,20179.346736049923,20012.354057577162,20097.636892792318,39839,8006697.561719532
2014-07-04,21745.15636461588,21716.080800388605,21630.70461091416,21732.624953010712,23123,5025234.867884667
2014-07-05,20915.881382378207,21122.51903109893,20927.17821809091,20875.4528320337,42920,8959744.355508866
2014-07-06,19514.894883446963,19495.58453791189,19361.377146661667,19528.112675107135,20875,4076493.520928615
2014-07-07,20147.067708402174,20420.388241706067,20067.666670430877,20185.77789931982,4297,867382.8763337727
2014-07-08,19850.78445165963,20099.431970034293,19680.728625536252,19880.91566689036,1208,240161.46125603552
2014-07-09,19784.024123583666,19973.765226497337,19683.918920787724,19783.934971528433,20700,4095274.539106386
2014-07-10,21419.206421948038,21502.790346617006,21546.006765218863,21472.167007366683,22791,4893721.58264894
2014-07-11,19097.377667511388,19256.63580625841,19058.235337271388,19122.39071834072,8233,1574346.4278409916
2014-07-12,22077.32296498916,22075.391683727667,22023.121789394572,22103.12879708273,2891,639001.4535236617
2014-07-13,21427.55970424572,21512.422596257642,21147.041562210907,21321.331892754268,48594,10360888.019965008
2014-07-14,21445.446307102495,21676.738575945565,21691.164408550532,21584.137054099192,37274,8045271.245544933
2014-07-15,20021.74020277968,20089.789167391293,19926.60323715507,20030.721188849962,3039,608733.6169291504
2014-07-16,20429.120814000653,20320.461639694287,20191.468602780584,20342.836124359914,20673,4205474.511988925
2014-07-17,19065.870977226878,18912.028142157353,19025.92754254841,19059.778754020255,43412,8274231.152695273
2014-07-18,20005.997243867663,19964.472284493033,19860.863569214926,19968.32637019661,40413,8069799.735987556
2014-07-19,20990.491970363724,21196.780474170027,20948.20430552372,20985.500654608735,29436,6177291.972690628
2014-07-20,21754.899987046505,21847.983313259847,21761.223949429368,21788.266656107327,35385,7709778.156263578
2014-07-21,19273.511765324398,19468.67467633834,19326.449547062977,19385.607562049845,9186,1780761.9106498987
2014-07-22,20138.614277462024,20293.896928939055,20099.41069235691,20128.34149311021,1434,288640.4170112004
2014-07-23,20304.82168168487,20624.168899726614,20175.240180721354,20343.602011914987,11519,2343379.5157524874
2014-07-24,19057.7175902788,19330.23482608163,19071.229548270603,19097.734360587066,19030,3634298.848819719
2014-07-25,21058.985616699087,21086.701479116422,21074.225980202835,21083.93497949804,12355,2604920.166716983
2014-07-26,19856.353511595407,19674.853384120495,19492.31757458028,19769.110441264234,15328,3030209.248436982
2014-07-27,20418.466084893433,20634.185633690744,20102.150206598333,20298.224207780735,6258,1270262.8709229184
2014-07-28,20053.040631608605,20369.07939589813,20128.331570798106,20042.180234732186,46722,9364107.44927157
2014-07-29,19685.40547121946,19827.489192057972,19685.1206614003,19708.643832415044,8190,1614137.929874792
2014-07-30,20432.646922292293,20464.45941860667,20367.261945992585,20491.508243164855,23479,4811201.220412676
2014-07-31,20307.506223794873,20480.401869106965,20151.70370899442,20284.07921571757,21827,4427405.970414674
2014-08-01,20217.93019377368,20217.986545169162,20177.83420034411,20128.78491377042,49364,9936373.38483363
2014-08-02,19760.465546268788,19861.534453309385,19556.976016337816,19772.832565620047,46238,9142562.321691398
2014-08-03,20701.553786801047,21009.94947314922,20637.981146920545,20820.503588838706,11747,2445784.556580883
2014-08-04,22188.857639359307,22288.79263045586,22007.164992564496,22155.35515576853,31917,7071324.705066643
2014-08-05,20690.122280473337,20622.27080379934,20405.17944582962,20640.852294900833,31377,6476480.224571035
2014-08-06,21417.554176346806,21564.3722648579,21351.617459109006,21496.846458366097,45956,9879090.758406723
2014-08-07,19118.845163936825,19276.136247619812,18965.16286682849,19110.020954753676,41481,7927027.792241372
2014-08-08,20680.6474941471,20809.111415580795,20402.31826615807,20658.086193340292,34148,7054323.273301844
2014-08-09,19401.61572854168,19531.472751077974,19195.149135569358,19405.271093642128,42784,8302351.184703848
2014-08-10,18984.308673934436,19217.18951533629,19007.997965779858,19023.847219888703,24557,4671686.161788069
2014-08-11,19812.883861330123,19825.91530137022,19598.767482284755,19762.087000151947,45335,8959142.141518885
2014-08-12,21671.57603885493,21809.612003675273,21658.171812649223,21691.745026153367,35405,7679962.3265096
2014-08-13,21375.13028040865,21211.831678525887,21298.97413344862,21449.389588543647,13479,2891163.2226397977
2014-08-14,20640.993708241884,20798.502413141086,20595.806081823386,20743.46743252537,24927,5170724.126905599
2014-08-15,19030.8689066001,19144.2167214577,19006.17316184573,18967.826430600133,34292,6504447.039581398
2014-08-16,20334.001793147752,20364.129147612482,20215.3531554553,20303.168594324197,20491,4160322.2766629714
2014-08-17,20804.83262826107,20853.8112117329,20673.90824854657,20800.43395090461,2093,435353.08259243355
2014-08-18,20652.936037487867,20670.804474152927,20618.578788429822,20674.949769330407,32008,6617637.922167277
2014-08-19,18628.439668929186,18855.22617891226,18523.418595400268,18654.889589639344,1104,205949.98106961834
2014-08-20,19554.794951267722,19763.42811104386,19427.992005989694,19608.581783689802,19123,3749749.094495001
2014-08-21,20413.294657172864,20617.408899183167,20337.926745823934,20434.86743940086,27936,5708684.567871025
2014-08-22,20928.580151963153,20961.963116523373,20912.124565048336,21034.58451271916,19060,4009191.808124272
2014-08-23,18267.506543517924,18388.264721864787,18065.96731833575,18304.30972619135,25288,4628793.843559269
2014-08-24,20323.400615016202,20410.936390058756,20191.627832511236,20338.947490833758,44314,9013001.191088073
2014-08-25,20672.58909596543,20714.037922946052,20522.012664638463,20642.09509360591,25411,5245362.784236197
2014-08-26,21346.848443389274,21387.242012186143,21344.652704522076,21348.84476655794,38684,8258587.109495274
2014-08-27,21231.174731508174,21256.818148636394,21024.32597467551,21191.428575814396,46091,9767341.344878612
2014-08-28,21149.451498976232,21266.959221991223,20948.979748781367,21081.99474372056,14336,3022314.7664597793
2014-08-29,19751.598902162594,19607.405262136606,19470.31645410125,19698.69039747139,38924,7667518.250311763
2014-08-30,18614.039522977477,18868.243507411593,18485.826176278217,18590.51403060855,12626,2347238.3015046353
2014-08-31,20106.561531908475,20254.35251045208,20187.595047962837,20105.968397949437,4501,904969.6375917041
2014-09-01,21452.479334992888,21597.285545847546,21571.530822296394,21501.518735413567,17850,3838021.094271322
2014-09-02,21929.13834389135,22082.824555959676,21718.57306494641,21892.141141322383,36712,8037042.855802273
2014-09-03,21292.88858397097,21163.717740343047,21165.92057462971,21208.901214859892,21678,4597665.6053573275
2014-09-04,20944.323292035206,20960.747899537586,20783.541214941637,20927.217990052686,16905,3537746.2012184067
2014-09-05,20972.726443825642,20964.75594316528,20765.4402219541,20876.863486404338,2591,540919.5329327364
2014-09-06,19866.59196009482,20179.42658254109,19859.554512267267,19942.870545497874,14522,2896103.660617201
2014-09-07,20311.625811177022,20464.684322303343,20278.97010897482,20369.333980416,17153,3493951.857660756
2014-09-08,22209.962991229026,22312.208382960125,22153.741866346136,22167.20291584161,37840,8388069.583354466
2014-09-09,19569.707756678123,19597.535346576846,19458.071015060428,19556.49324617046,4572,894122.8712149134
2014-09-10,22181.64130769779,22264.63640576595,22074.40154214864,22115.9521988692,39746,8790206.360962551
2014-09-11,20179.404136891506,20447.90167822529,20117.403370940414,20180.177718927844,34061,6873570.332844013
2014-09-12,21782.71984142261,22025.67128171644,21758.483517019944,21826.118612549028,26497,5783266.6487671165
2014-09-13,19082.70759777329,19185.241661105752,19016.056586873412,19093.38725988354,23242,4437685.066942133
2014-09-14,21010.73918314873,21254.922466421463,20895.15603604421,21087.373381694917,2338,493022.78966402716
2014-09-15,19707.56184146217,19921.743070577744,19676.970458037493,19763.991375117024,17151,3389722.160746321
2014-09-16,19134.560338464507,19236.596905738334,18883.567904909596,19085.938138568607,27990,5342154.084985353
2014-09-17,20764.15337768065,20931.70934304321,20466.72851182452,20720.514006957168,16380,3394020.194339584
2014-09-18,21528.675036910918,21720.97259305436,21325.030357565,21510.524822670614,32035,6890896.626942531
2014-09-19,19569.998194077063,19743.3362104376,19502.605216618234,19656.052070125086,46813,9201587.655587656
2014-09-20,18980.816102144472,19162.924187067892,18866.053059971764,18998.736280920115,27117,5151887.317297108
2014-09-21,20343.633094969227,20466.57359728625,20218.34721849722,20404.88308940223,3498,713762.81046729
2014-09-22,20467.866619497996,20416.73271717705,20300.103882948984,20409.039956808607,48881,9976142.821287615
2014-09-23,21014.36102328019,21116.597754387923,20845.090145362603,21043.547129958322,26483,5572962.5864268625
2014-09-24,21392.167099533162,21538.826669898284,21285.043904543272,21446.45448507224,6728,1442917.4577556604
2014-09-25,20437.50439931337,20369.856492139497,20371.998637135337,20436.014591057297,19877,4062066.6202644594
2014-09-26,22318.48531979563,22536.526298579032,22160.90795462708,22350.49304263736,27703,6191757.087601828
2014-09-27,20793.542408465863,20542.622670695437,20610.20721235792,20719.355212955677,4088,847007.2411056282
2014-09-28,20113.394690825837,20521.61692965118,20060.74843646378,20150.135235702546,40049,8069927.660546512
2014-09-29,18813.59710749421,19133.746433835073,18831.17843649534,18883.55852045544,24179,4565855.6146609215
2014-09-30,20125.983847206382,20307.528650577027,20117.0276382068,20233.62952299426,48954,9905170.99668661
2014-10-01,20158.373005839636,20260.854967016683,19960.266069419005,20159.912330960306,23011,4638997.426477276
2014-10-02,21427.52605830897,21585.919751360594,21266.728563442564,21455.622564001867,13839,2969243.606632218
2014-10-03,20886.81826493593,20999.34745646262,20822.92411551562,20958.263495261515,24625,5160972.385708148
2014-10-04,19376.071132320405,19435.871724016306,19156.64544518511,19316.609809257614,19481,3763068.756941476
2014-10-05,20700.995357795575,20753.233102653943,20440.463421271856,20667.63310042411,32753,6769269.869381909
